                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 0.8275,                0.57434,                 1.0461,                0.89123,                0.88355,                 0.9316,                0.65806,                  1.047,                 0.5612,                 1.1098,               0.004786,               0.004786,               0.004786
                    160,                 0.8262,                 0.5724,                 1.0442,                0.88613,                0.87733,                0.91951,                 0.6486,                 1.0527,                0.57663,                 1.1016,               0.004753,               0.004753,               0.004753
                    161,                0.82159,                 0.5692,                 1.0445,                0.88755,                0.88131,                0.92412,                0.64901,                  1.055,                  0.576,                 1.1166,                0.00472,                0.00472,                0.00472
                    162,                0.81486,                0.56438,                  1.041,                0.91804,                0.87888,                0.93008,                0.65938,                 1.0546,                0.55892,                 1.1178,               0.004687,               0.004687,               0.004687
                    163,                0.80862,                0.55981,                 1.0348,                0.90946,                0.87442,                 0.9296,                0.65553,                 1.0612,                0.56608,                 1.1319,               0.004654,               0.004654,               0.004654
                    164,                0.81164,                0.56056,                 1.0359,                0.91207,                0.87163,                0.92273,                0.64368,                 1.0615,                0.57714,                 1.1265,               0.004621,               0.004621,               0.004621
                    165,                0.80693,                0.55319,                  1.036,                 0.8892,                0.90462,                0.92097,                0.64798,                 1.0716,                0.57263,                 1.1418,               0.004588,               0.004588,               0.004588
                    166,                0.81029,                0.55966,                 1.0356,                 0.9064,                0.89915,                 0.9278,                0.65612,                 1.0658,                0.56963,                 1.1401,               0.004555,               0.004555,               0.004555
                    167,                0.79898,                0.55527,                 1.0317,                0.90963,                0.88126,                0.91867,                0.64953,                 1.0374,                0.56288,                 1.1084,               0.004522,               0.004522,               0.004522
                    168,                0.79575,                0.54771,                 1.0316,                0.92525,                0.89077,                0.92325,                0.65233,                  1.067,                0.55463,                 1.1294,               0.004489,               0.004489,               0.004489
                    169,                 0.8093,                0.56507,                 1.0356,                0.89129,                0.90596,                0.93373,                0.66024,                 1.0649,                0.55922,                   1.11,               0.004456,               0.004456,               0.004456
                    170,                0.79153,                0.54352,                 1.0295,                0.89634,                0.90456,                0.93108,                0.65194,                 1.0655,                0.55472,                 1.0937,               0.004423,               0.004423,               0.004423
                    171,                0.79219,                 0.5365,                 1.0253,                 0.9146,                0.91786,                0.93946,                0.64761,                 1.0766,                0.54724,                 1.1167,                0.00439,                0.00439,                0.00439
                    172,                0.78908,                0.54571,                 1.0287,                0.91335,                0.89336,                0.94421,                0.65413,                 1.0788,                0.55414,                 1.1142,               0.004357,               0.004357,               0.004357
                    173,                0.79389,                0.54615,                 1.0311,                0.90666,                0.92107,                0.94192,                0.65802,                 1.0721,                 0.5458,                 1.1203,               0.004324,               0.004324,               0.004324
                    174,                0.80084,                0.54686,                 1.0323,                0.90975,                0.89546,                0.93762,                0.65193,                 1.0606,                0.55771,                 1.1001,               0.004291,               0.004291,               0.004291
                    175,                0.79006,                0.53485,                 1.0265,                0.91244,                0.90946,                 0.9352,                0.65979,                 1.0729,                0.55318,                 1.1126,               0.004258,               0.004258,               0.004258
                    176,                 0.7833,                0.54158,                 1.0221,                0.90411,                0.91156,                0.93254,                0.65512,                 1.0695,                0.55938,                 1.1014,               0.004225,               0.004225,               0.004225
                    177,                0.77374,                0.54111,                  1.024,                0.91269,                0.89111,                0.93411,                0.65283,                 1.0799,                0.55062,                 1.1266,               0.004192,               0.004192,               0.004192
                    178,                 0.7844,                0.54456,                 1.0234,                0.88039,                0.92612,                0.93873,                0.65712,                  1.083,                0.54864,                  1.137,               0.004159,               0.004159,               0.004159
                    179,                0.78474,                0.53951,                   1.03,                 0.8977,                0.92391,                0.93404,                0.65493,                 1.0751,                0.56222,                 1.1207,               0.004126,               0.004126,               0.004126
                    180,                0.78239,                0.53677,                 1.0256,                0.88694,                0.93025,                0.93171,                 0.6515,                 1.0751,                0.56034,                 1.1341,               0.004093,               0.004093,               0.004093
                    181,                0.76749,                0.52351,                  1.021,                0.88123,                0.92547,                0.92967,                0.65237,                 1.0698,                 0.5444,                 1.1303,                0.00406,                0.00406,                0.00406
                    182,                0.77392,                0.53106,                 1.0197,                 0.8869,                0.92414,                0.93052,                0.66026,                  1.072,                0.56495,                 1.1252,               0.004027,               0.004027,               0.004027
                    183,                0.77364,                0.52795,                   1.02,                0.89324,                 0.9042,                0.93683,                0.65682,                 1.0575,                 0.5467,                 1.1197,               0.003994,               0.003994,               0.003994
                    184,                0.77111,                0.53058,                 1.0179,                0.88551,                0.89968,                0.93643,                 0.6552,                 1.0674,                0.56473,                 1.1284,               0.003961,               0.003961,               0.003961
                    185,                0.77302,                0.52852,                 1.0182,                0.86729,                0.92033,                0.93112,                0.65158,                 1.0734,                0.55817,                 1.1354,               0.003928,               0.003928,               0.003928
                    186,                0.75836,                0.51261,                 1.0148,                0.91329,                0.86877,                 0.9308,                0.65107,                 1.0811,                0.56058,                 1.1397,               0.003895,               0.003895,               0.003895
                    187,                0.76652,                0.52261,                 1.0161,                0.91385,                0.88117,                0.92988,                0.65535,                  1.081,                 0.5616,                 1.1309,               0.003862,               0.003862,               0.003862
                    188,                0.76724,                0.52505,                 1.0146,                0.88303,                0.89124,                 0.9271,                0.66002,                 1.0642,                 0.5647,                 1.1183,               0.003829,               0.003829,               0.003829
                    189,                0.77323,                0.52451,                  1.023,                0.88809,                0.89759,                0.93086,                 0.6628,                 1.0619,                0.56827,                 1.0988,               0.003796,               0.003796,               0.003796
                    190,                0.76113,                0.51916,                 1.0158,                0.88586,                0.89759,                0.92509,                0.65508,                 1.0636,                0.57301,                 1.1111,               0.003763,               0.003763,               0.003763
                    191,                0.75962,                0.51691,                 1.0151,                0.88155,                0.90183,                0.92034,                 0.6508,                 1.0475,                0.56978,                 1.1073,                0.00373,                0.00373,                0.00373
                    192,                0.75635,                0.52543,                 1.0147,                0.88498,                0.90989,                0.92335,                0.65723,                 1.0639,                0.55988,                 1.1245,               0.003697,               0.003697,               0.003697
                    193,                0.75365,                0.51739,                  1.014,                0.89644,                0.90683,                0.93175,                0.66006,                 1.0658,                0.56036,                 1.1273,               0.003664,               0.003664,               0.003664
                    194,                0.76237,                0.52614,                 1.0177,                0.90812,                0.88076,                0.93168,                0.65595,                 1.0847,                 0.5615,                 1.1438,               0.003631,               0.003631,               0.003631
                    195,                0.75744,                0.51423,                 1.0133,                0.89402,                0.90848,                0.92847,                0.65156,                 1.0788,                0.55732,                 1.1511,               0.003598,               0.003598,               0.003598
                    196,                0.75507,                0.51545,                 1.0129,                0.89842,                0.91806,                0.92934,                0.64862,                  1.071,                0.56355,                 1.1484,               0.003565,               0.003565,               0.003565
                    197,                0.75458,                0.51874,                 1.0147,                0.91105,                0.89455,                0.92981,                0.64828,                  1.074,                0.56389,                 1.1421,               0.003532,               0.003532,               0.003532
                    198,                0.75406,                0.51624,                 1.0154,                0.91656,                0.92095,                0.93149,                0.65203,                 1.0655,                0.54232,                 1.1352,               0.003499,               0.003499,               0.003499
                    199,                0.74011,                0.49253,                 1.0096,                0.91823,                 0.9196,                0.93455,                0.66045,                 1.0672,                0.54325,                 1.1354,               0.003466,               0.003466,               0.003466
                    200,                0.74689,                0.50106,                 1.0092,                 0.9127,                0.92993,                0.93861,                0.65821,                 1.0499,                0.53353,                 1.1251,               0.003433,               0.003433,               0.003433
                    201,                0.74214,                 0.5011,                 1.0071,                0.92954,                0.92426,                0.93862,                0.66186,                 1.0467,                0.53851,                  1.117,                 0.0034,                 0.0034,                 0.0034
                    202,                0.74054,                0.49529,                 1.0068,                0.92607,                0.92486,                0.93739,                0.66166,                 1.0521,                0.53832,                 1.1223,               0.003367,               0.003367,               0.003367
                    203,                0.74089,                  0.498,                  1.009,                0.93657,                0.91411,                0.93718,                 0.6572,                 1.0645,                0.54011,                 1.1339,               0.003334,               0.003334,               0.003334
                    204,                0.74013,                0.50047,                 1.0032,                0.90714,                0.91923,                0.93833,                0.65232,                 1.0672,                0.54266,                 1.1205,               0.003301,               0.003301,               0.003301
                    205,                0.72699,                0.48398,                0.99724,                 0.9162,                0.92353,                0.94251,                0.65427,                 1.0666,                0.54182,                 1.1152,               0.003268,               0.003268,               0.003268
                    206,                0.72536,                0.48936,                0.99939,                0.92545,                0.91333,                0.94332,                0.66051,                 1.0616,                0.52523,                 1.1163,               0.003235,               0.003235,               0.003235
                    207,                0.72737,                0.48808,                 1.0025,                 0.9161,                0.90576,                0.94268,                0.66098,                 1.0395,                0.52829,                 1.0945,               0.003202,               0.003202,               0.003202
                    208,                0.74003,                0.49904,                 1.0017,                0.91761,                0.90596,                0.94303,                0.66397,                 1.0374,                0.53279,                 1.0933,               0.003169,               0.003169,               0.003169
                    209,                0.72812,                0.49157,                 1.0037,                0.91755,                0.91009,                0.94175,                 0.6576,                 1.0433,                0.54543,                 1.0996,               0.003136,               0.003136,               0.003136
                    210,                0.73031,                0.49932,                 1.0054,                0.90971,                0.89502,                0.93888,                0.65627,                 1.0416,                0.54619,                 1.0991,               0.003103,               0.003103,               0.003103
                    211,                0.72615,                0.49443,                0.99643,                0.90706,                0.90905,                0.94086,                0.65032,                 1.0425,                0.54662,                  1.101,                0.00307,                0.00307,                0.00307
                    212,                0.72512,                0.49248,                 1.0004,                0.91842,                0.90533,                0.93931,                0.65129,                 1.0518,                0.54219,                 1.1165,               0.003037,               0.003037,               0.003037
                    213,                 0.7213,                0.49592,                 1.0017,                0.92268,                0.90566,                0.94238,                0.65687,                  1.062,                0.53673,                   1.13,               0.003004,               0.003004,               0.003004
                    214,                0.72046,                0.49302,                  1.001,                0.92597,                0.90978,                0.94077,                0.65432,                 1.0567,                0.53438,                 1.1262,               0.002971,               0.002971,               0.002971
                    215,                 0.7321,                0.49047,                 1.0063,                0.92579,                0.91327,                0.93616,                0.65477,                 1.0528,                0.53213,                 1.1188,               0.002938,               0.002938,               0.002938
                    216,                0.71731,                0.48568,                0.99305,                 0.9069,                0.92642,                0.93969,                0.65376,                 1.0453,                0.53096,                 1.1096,               0.002905,               0.002905,               0.002905
                    217,                0.71253,                0.48643,                0.99393,                0.90416,                0.92838,                0.93475,                 0.6548,                 1.0398,                0.53046,                 1.1034,               0.002872,               0.002872,               0.002872
                    218,                 0.7062,                0.48301,                0.99406,                0.90935,                0.92477,                0.94066,                 0.6582,                 1.0384,                0.52958,                 1.1031,               0.002839,               0.002839,               0.002839
                    219,                0.71846,                0.47846,                 0.9983,                0.91643,                0.92219,                0.93949,                  0.655,                 1.0515,                0.53536,                 1.1112,               0.002806,               0.002806,               0.002806
                    220,                0.71162,                0.48518,                0.99571,                0.91057,                0.90591,                0.93927,                0.65703,                 1.0554,                 0.5356,                 1.1166,               0.002773,               0.002773,               0.002773
                    221,                0.71221,                0.47706,                0.99566,                0.90666,                0.93184,                0.94116,                0.65809,                  1.052,                0.53174,                  1.122,                0.00274,                0.00274,                0.00274
                    222,                0.70188,                0.47696,                0.99328,                0.93407,                0.91668,                0.94187,                0.66421,                 1.0478,                0.52499,                 1.1186,               0.002707,               0.002707,               0.002707
                    223,                0.71143,                0.48232,                0.99973,                0.92653,                0.91703,                0.94065,                0.66433,                 1.0542,                0.52964,                 1.1234,               0.002674,               0.002674,               0.002674
                    224,                0.69808,                 0.4733,                0.98923,                0.91183,                0.92704,                0.93855,                0.66334,                 1.0559,                0.52858,                 1.1198,               0.002641,               0.002641,               0.002641
                    225,                 0.7048,                0.47889,                0.99238,                0.93588,                0.89745,                0.93819,                0.66463,                 1.0595,                0.53148,                 1.1132,               0.002608,               0.002608,               0.002608
                    226,                0.70067,                 0.4694,                0.98842,                0.92183,                0.89706,                 0.9366,                0.66482,                 1.0576,                0.53358,                 1.1136,               0.002575,               0.002575,               0.002575
                    227,                0.70143,                0.47299,                0.99248,                0.93787,                0.89452,                0.93785,                0.66351,                 1.0591,                0.53519,                 1.1173,               0.002542,               0.002542,               0.002542
                    228,                0.70319,                 0.4713,                0.98903,                 0.9339,                0.89734,                0.93762,                0.66519,                 1.0601,                0.53382,                 1.1122,               0.002509,               0.002509,               0.002509
                    229,                 0.6971,                 0.4703,                0.99123,                0.92169,                0.89759,                0.93867,                 0.6665,                 1.0617,                 0.5339,                 1.1114,               0.002476,               0.002476,               0.002476
                    230,                0.71072,                0.47265,                0.99673,                0.92756,                0.89973,                0.93813,                0.66654,                 1.0604,                0.52914,                 1.1073,               0.002443,               0.002443,               0.002443
                    231,                0.69807,                0.46776,                0.98771,                0.92272,                0.90576,                0.93843,                 0.6628,                 1.0599,                0.52853,                 1.1072,                0.00241,                0.00241,                0.00241
                    232,                0.70391,                0.47017,                0.99553,                0.91471,                0.91493,                0.94209,                0.66214,                 1.0633,                0.52887,                 1.1108,               0.002377,               0.002377,               0.002377
                    233,                0.69256,                0.46209,                 0.9891,                0.91935,                0.90609,                0.94279,                0.65912,                 1.0647,                0.53043,                 1.1119,               0.002344,               0.002344,               0.002344
                    234,                0.68792,                0.46004,                0.99029,                0.92897,                0.90173,                0.94288,                0.66232,                 1.0623,                 0.5318,                 1.1098,               0.002311,               0.002311,               0.002311
                    235,                0.68758,                0.46039,                0.98553,                0.93459,                0.89346,                0.94296,                0.65755,                 1.0594,                0.53194,                 1.1046,               0.002278,               0.002278,               0.002278
                    236,                0.68983,                0.45971,                0.98652,                0.93441,                0.89938,                0.94389,                0.66283,                 1.0602,                0.53133,                 1.1052,               0.002245,               0.002245,               0.002245
                    237,                0.69015,                0.46314,                0.98992,                0.93341,                0.91534,                0.94622,                0.66072,                 1.0618,                0.53007,                 1.1081,               0.002212,               0.002212,               0.002212
                    238,                0.68311,                0.45779,                0.98739,                0.92284,                0.92337,                0.94585,                0.66184,                 1.0628,                0.52839,                 1.1079,               0.002179,               0.002179,               0.002179
                    239,                0.67313,                0.45206,                0.97811,                0.91893,                 0.9236,                0.94412,                0.66003,                 1.0629,                0.52597,                 1.1114,               0.002146,               0.002146,               0.002146
                    240,                0.67719,                0.45571,                0.98426,                0.92272,                0.91371,                0.94367,                0.66104,                 1.0654,                0.52575,                 1.1148,               0.002113,               0.002113,               0.002113
                    241,                0.69182,                0.46083,                0.98943,                0.92242,                0.91717,                0.94607,                 0.6662,                  1.064,                0.52527,                 1.1159,                0.00208,                0.00208,                0.00208
                    242,                0.67787,                 0.4483,                0.98321,                0.91932,                0.90959,                0.94487,                 0.6684,                 1.0653,                0.52707,                 1.1225,               0.002047,               0.002047,               0.002047
                    243,                0.67307,                0.45226,                0.97588,                0.92752,                0.90153,                0.94541,                0.66618,                 1.0663,                0.53117,                 1.1246,               0.002014,               0.002014,               0.002014
                    244,                0.67585,                0.45258,                0.98098,                 0.9205,                0.91362,                0.94516,                 0.6679,                 1.0631,                0.52512,                 1.1299,               0.001981,               0.001981,               0.001981
                    245,                0.67013,                0.44585,                0.97964,                0.91418,                0.91362,                0.94348,                0.66527,                 1.0629,                0.52704,                 1.1343,               0.001948,               0.001948,               0.001948
                    246,                0.67943,                0.45065,                0.97901,                0.92574,                0.90153,                0.94366,                0.66266,                 1.0638,                0.52388,                 1.1368,               0.001915,               0.001915,               0.001915
                    247,                 0.6685,                0.44957,                0.97997,                0.91773,                0.91503,                0.94328,                0.66482,                 1.0659,                0.52626,                 1.1408,               0.001882,               0.001882,               0.001882
                    248,                0.67033,                0.45325,                0.97709,                0.91964,                0.91426,                0.94314,                0.66394,                 1.0684,                0.52539,                 1.1461,               0.001849,               0.001849,               0.001849
                    249,                 0.6651,                0.44117,                0.97819,                0.91752,                0.90705,                0.94266,                0.66403,                 1.0699,                 0.5246,                  1.152,               0.001816,               0.001816,               0.001816
                    250,                0.66296,                0.44435,                0.97895,                0.92097,                0.90662,                0.94409,                0.66688,                 1.0718,                0.52539,                  1.162,               0.001783,               0.001783,               0.001783
                    251,                0.67728,                0.44539,                0.97901,                0.92351,                0.90163,                0.94395,                0.66528,                 1.0708,                0.52097,                 1.1649,                0.00175,                0.00175,                0.00175
                    252,                0.66561,                0.45052,                0.97976,                 0.9243,                0.89292,                 0.9431,                0.66258,                 1.0716,                0.52101,                 1.1641,               0.001717,               0.001717,               0.001717
                    253,                0.65895,                0.44194,                0.97525,                0.91524,                0.90376,                0.94378,                 0.6644,                  1.074,                0.52252,                 1.1672,               0.001684,               0.001684,               0.001684
                    254,                0.66566,                 0.4456,                 0.9789,                0.92436,                0.90611,                0.94491,                  0.666,                 1.0731,                0.52478,                 1.1666,               0.001651,               0.001651,               0.001651
                    255,                0.66452,                0.44426,                0.97457,                0.93021,                0.90036,                0.94534,                 0.6658,                 1.0751,                0.52706,                 1.1695,               0.001618,               0.001618,               0.001618
                    256,                0.65494,                0.43475,                0.97646,                0.93053,                0.89777,                0.94602,                 0.6674,                 1.0754,                0.52522,                 1.1705,               0.001585,               0.001585,               0.001585
                    257,                0.65628,                0.43693,                0.97406,                0.91804,                 0.9178,                0.94625,                0.66834,                 1.0755,                0.52569,                 1.1726,               0.001552,               0.001552,               0.001552
                    258,                0.65665,                0.43386,                0.97248,                0.91441,                0.91796,                0.94642,                0.66935,                 1.0744,                0.52642,                 1.1721,               0.001519,               0.001519,               0.001519
                    259,                0.64432,                0.43176,                0.97119,                0.91325,                0.91779,                0.94788,                0.67132,                 1.0746,                0.52635,                 1.1742,               0.001486,               0.001486,               0.001486
                    260,                0.65258,                0.43465,                0.97427,                0.90878,                0.91796,                0.94703,                0.67261,                  1.075,                0.52706,                 1.1739,               0.001453,               0.001453,               0.001453
                    261,                0.66176,                0.43605,                0.97903,                0.90872,                0.91822,                0.94705,                0.67114,                 1.0751,                0.52921,                 1.1733,                0.00142,                0.00142,                0.00142
                    262,                 0.6462,                0.43081,                0.96957,                0.91476,                0.91382,                0.94716,                0.66716,                 1.0772,                0.52743,                 1.1726,               0.001387,               0.001387,               0.001387
                    263,                0.63603,                 0.4316,                0.96617,                0.91774,                0.92209,                0.94777,                0.66997,                 1.0765,                0.52815,                 1.1709,               0.001354,               0.001354,               0.001354
                    264,                0.66066,                  0.434,                0.97241,                0.92866,                0.89504,                0.94699,                0.66764,                 1.0762,                0.52412,                 1.1709,               0.001321,               0.001321,               0.001321
                    265,                0.63253,                0.42139,                0.96254,                0.91425,                0.91806,                0.94859,                0.67049,                 1.0775,                0.52794,                 1.1703,               0.001288,               0.001288,               0.001288
                    266,                0.64305,                0.41991,                0.96869,                0.91844,                0.91804,                0.94837,                0.67137,                 1.0785,                0.52983,                 1.1713,               0.001255,               0.001255,               0.001255
                    267,                0.64419,                0.43015,                0.96957,                0.91875,                0.91806,                0.94723,                0.66928,                 1.0779,                0.53155,                 1.1694,               0.001222,               0.001222,               0.001222
                    268,                0.63933,                0.42536,                 0.9689,                0.91714,                0.91806,                0.94641,                0.66767,                 1.0773,                0.53307,                 1.1687,               0.001189,               0.001189,               0.001189
                    269,                0.63802,                0.42236,                0.96573,                0.91842,                0.91806,                0.94657,                0.66873,                 1.0757,                0.53119,                 1.1693,               0.001156,               0.001156,               0.001156
                    270,                0.63836,                0.42102,                0.96466,                0.92269,                0.91775,                0.94775,                0.67009,                 1.0755,                0.53101,                 1.1697,               0.001123,               0.001123,               0.001123
                    271,                 0.6421,                 0.4269,                0.96941,                0.91255,                0.91153,                0.94606,                0.67119,                 1.0752,                 0.5297,                 1.1686,                0.00109,                0.00109,                0.00109
                    272,                0.63726,                0.42239,                0.97151,                0.91081,                0.91592,                0.94566,                0.67198,                 1.0746,                0.53131,                  1.169,               0.001057,               0.001057,               0.001057
                    273,                0.64242,                0.43187,                0.96835,                0.90996,                0.91289,                0.94589,                0.67113,                 1.0758,                0.53441,                 1.1711,               0.001024,               0.001024,               0.001024
                    274,                0.63391,                0.41793,                 0.9663,                0.90907,                0.91217,                0.94533,                0.67092,                 1.0765,                0.53623,                 1.1715,               0.000991,               0.000991,               0.000991
                    275,                0.63157,                0.41612,                0.96424,                0.90588,                0.90979,                 0.9448,                0.67211,                 1.0794,                0.53813,                 1.1728,               0.000958,               0.000958,               0.000958
                    276,                0.63063,                0.41453,                0.96727,                0.90783,                0.90979,                0.94437,                0.67132,                 1.0822,                0.53893,                 1.1762,               0.000925,               0.000925,               0.000925
                    277,                0.62835,                0.41755,                0.96863,                0.91015,                0.91122,                0.94495,                0.67033,                 1.0813,                0.53726,                 1.1743,               0.000892,               0.000892,               0.000892
                    278,                0.62856,                0.41928,                0.96276,                0.90749,                0.91392,                0.94471,                0.67012,                 1.0814,                0.53854,                 1.1727,               0.000859,               0.000859,               0.000859
                    279,                0.62596,                0.41981,                 0.9663,                 0.9278,                0.88898,                0.94443,                0.66848,                 1.0829,                0.54106,                 1.1732,               0.000826,               0.000826,               0.000826
                    280,                 0.6318,                0.41714,                0.96636,                0.91798,                0.89348,                0.94458,                 0.6682,                 1.0845,                0.53891,                 1.1745,               0.000793,               0.000793,               0.000793
                    281,                0.62524,                0.41565,                0.96316,                0.92304,                0.89346,                 0.9448,                0.66865,                 1.0862,                0.53694,                 1.1755,                0.00076,                0.00076,                0.00076
                    282,                 0.6221,                0.41463,                0.96372,                0.93169,                0.88183,                0.94527,                0.66836,                 1.0866,                0.53696,                 1.1763,               0.000727,               0.000727,               0.000727
                    283,                0.62088,                0.41413,                0.96162,                0.93471,                0.88495,                0.94511,                0.66729,                 1.0865,                0.53517,                 1.1776,               0.000694,               0.000694,               0.000694
                    284,                0.61488,                0.40456,                0.95978,                0.93527,                0.88367,                0.94461,                0.66679,                 1.0882,                0.53576,                 1.1783,               0.000661,               0.000661,               0.000661
                    285,                0.61885,                0.41062,                0.96656,                0.93869,                0.88413,                0.94472,                0.66616,                 1.0884,                0.53257,                 1.1782,               0.000628,               0.000628,               0.000628
                    286,                0.61329,                0.40933,                0.95776,                0.94113,                0.88117,                0.94411,                0.66733,                 1.0895,                0.53227,                 1.1795,               0.000595,               0.000595,               0.000595
                    287,                0.61313,                0.40707,                0.95953,                0.94181,                0.88306,                0.94456,                0.66708,                 1.0881,                 0.5347,                 1.1773,               0.000562,               0.000562,               0.000562
                    288,                0.62755,                0.41183,                 0.9642,                0.92246,                0.90249,                0.94524,                0.66783,                 1.0871,                0.53545,                 1.1736,               0.000529,               0.000529,               0.000529
                    289,                0.61257,                0.40421,                0.95711,                0.92112,                0.90163,                0.94562,                0.66957,                 1.0869,                0.53602,                 1.1729,               0.000496,               0.000496,               0.000496
                    290,                0.51021,                0.30016,                0.88979,                0.93518,                0.88904,                0.94456,                0.66811,                 1.0881,                0.53587,                 1.1757,               0.000463,               0.000463,               0.000463
